id,school_id,student_id,class_id,date,status,reason_code,marked_by,marked_at,created_at,updated_at,client_request_id
ATT#SCH03#SCH03-S029#2026-05-18,SCH03,SCH03-S029,SCH03-FORM1WEST,2026-05-18,LATE,,TEACHER_APP,2026-05-18T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S029#2026-05-18
ATT#SCH02#SCH02-S022#2026-05-08,SCH02,SCH02-S022,SCH02-FORM3EAST,2026-05-08,PRESENT,,TEACHER_APP,2026-05-08T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S022#2026-05-08
ATT#SCH04#SCH04-S032#2026-06-30,SCH04,SCH04-S032,SCH04-FORM4SOUTH,2026-06-30,ABSENT,,TEACHER_APP,2026-06-30T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S032#2026-06-30
ATT#SCH05#SCH05-S010#2026-06-26,SCH05,SCH05-S010,SCH05-FORM2CENTRAL,2026-06-26,PRESENT,,TEACHER_APP,2026-06-26T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S010#2026-06-26
ATT#SCH01#SCH01-S025#2026-06-02,SCH01,SCH01-S025,SCH01-FORM2NORTH,2026-06-02,ABSENT,,TEACHER_APP,2026-06-02T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S025#2026-06-02
ATT#SCH05#SCH05-S034#2026-07-10,SCH05,SCH05-S034,SCH05-FORM2CENTRAL,2026-07-10,PRESENT,,TEACHER_APP,2026-07-10T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S034#2026-07-10
ATT#SCH05#SCH05-S037#2026-05-05,SCH05,SCH05-S037,SCH05-FORM2CENTRAL,2026-05-05,PRESENT,,TEACHER_APP,2026-05-05T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S037#2026-05-05
ATT#SCH01#SCH01-S019#2026-05-07,SCH01,SCH01-S019,SCH01-FORM2NORTH,2026-05-07,PRESENT,,TEACHER_APP,2026-05-07T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S019#2026-05-07
ATT#SCH01#SCH01-S016#2026-05-08,SCH01,SCH01-S016,SCH01-FORM2NORTH,2026-05-08,PRESENT,,TEACHER_APP,2026-05-08T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S016#2026-05-08
ATT#SCH04#SCH04-S013#2026-06-22,SCH04,SCH04-S013,SCH04-FORM4SOUTH,2026-06-22,PRESENT,,TEACHER_APP,2026-06-22T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S013#2026-06-22
ATT#SCH03#SCH03-S006#2026-06-10,SCH03,SCH03-S006,SCH03-FORM1WEST,2026-06-10,PRESENT,,TEACHER_APP,2026-06-10T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S006#2026-06-10
ATT#SCH05#SCH05-S015#2026-06-12,SCH05,SCH05-S015,SCH05-FORM2CENTRAL,2026-06-12,PRESENT,,TEACHER_APP,2026-06-12T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S015#2026-06-12
ATT#SCH04#SCH04-S022#2026-06-10,SCH04,SCH04-S022,SCH04-FORM4SOUTH,2026-06-10,PRESENT,,TEACHER_APP,2026-06-10T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S022#2026-06-10
ATT#SCH01#SCH01-S015#2026-06-22,SCH01,SCH01-S015,SCH01-FORM2NORTH,2026-06-22,PRESENT,,TEACHER_APP,2026-06-22T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S015#2026-06-22
ATT#SCH05#SCH05-S005#2026-05-28,SCH05,SCH05-S005,SCH05-FORM2CENTRAL,2026-05-28,PRESENT,,TEACHER_APP,2026-05-28T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S005#2026-05-28
ATT#SCH05#SCH05-S019#2026-07-03,SCH05,SCH05-S019,SCH05-FORM2CENTRAL,2026-07-03,ABSENT,,TEACHER_APP,2026-07-03T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S019#2026-07-03
ATT#SCH05#SCH05-S027#2026-05-05,SCH05,SCH05-S027,SCH05-FORM2CENTRAL,2026-05-05,PRESENT,,TEACHER_APP,2026-05-05T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S027#2026-05-05
ATT#SCH01#SCH01-S019#2026-05-25,SCH01,SCH01-S019,SCH01-FORM2NORTH,2026-05-25,PRESENT,,TEACHER_APP,2026-05-25T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S019#2026-05-25
ATT#SCH01#SCH01-S009#2026-05-13,SCH01,SCH01-S009,SCH01-FORM2NORTH,2026-05-13,PRESENT,,TEACHER_APP,2026-05-13T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S009#2026-05-13
ATT#SCH04#SCH04-S015#2026-06-29,SCH04,SCH04-S015,SCH04-FORM4SOUTH,2026-06-29,PRESENT,,TEACHER_APP,2026-06-29T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S015#2026-06-29
ATT#SCH05#SCH05-S031#2026-05-27,SCH05,SCH05-S031,SCH05-FORM2CENTRAL,2026-05-27,PRESENT,,TEACHER_APP,2026-05-27T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S031#2026-05-27
ATT#SCH02#SCH02-S011#2026-05-12,SCH02,SCH02-S011,SCH02-FORM3EAST,2026-05-12,ABSENT,,TEACHER_APP,2026-05-12T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S011#2026-05-12
ATT#SCH04#SCH04-S017#2026-05-21,SCH04,SCH04-S017,SCH04-FORM4SOUTH,2026-05-21,PRESENT,,TEACHER_APP,2026-05-21T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S017#2026-05-21
ATT#SCH02#SCH02-S034#2026-06-15,SCH02,SCH02-S034,SCH02-FORM3EAST,2026-06-15,PRESENT,,TEACHER_APP,2026-06-15T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S034#2026-06-15
ATT#SCH01#SCH01-S009#2026-06-19,SCH01,SCH01-S009,SCH01-FORM2NORTH,2026-06-19,ABSENT,,TEACHER_APP,2026-06-19T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S009#2026-06-19
ATT#SCH03#SCH03-S038#2026-06-25,SCH03,SCH03-S038,SCH03-FORM1WEST,2026-06-25,LATE,,TEACHER_APP,2026-06-25T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S038#2026-06-25
ATT#SCH04#SCH04-S006#2026-06-30,SCH04,SCH04-S006,SCH04-FORM4SOUTH,2026-06-30,ABSENT,,TEACHER_APP,2026-06-30T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S006#2026-06-30
ATT#SCH01#SCH01-S025#2026-05-18,SCH01,SCH01-S025,SCH01-FORM2NORTH,2026-05-18,PRESENT,,TEACHER_APP,2026-05-18T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S025#2026-05-18
ATT#SCH03#SCH03-S026#2026-05-25,SCH03,SCH03-S026,SCH03-FORM1WEST,2026-05-25,PRESENT,,TEACHER_APP,2026-05-25T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S026#2026-05-25
ATT#SCH01#SCH01-S002#2026-05-08,SCH01,SCH01-S002,SCH01-FORM2NORTH,2026-05-08,PRESENT,,TEACHER_APP,2026-05-08T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S002#2026-05-08
ATT#SCH04#SCH04-S002#2026-05-22,SCH04,SCH04-S002,SCH04-FORM4SOUTH,2026-05-22,PRESENT,,TEACHER_APP,2026-05-22T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S002#2026-05-22
ATT#SCH05#SCH05-S035#2026-05-04,SCH05,SCH05-S035,SCH05-FORM2CENTRAL,2026-05-04,PRESENT,,TEACHER_APP,2026-05-04T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S035#2026-05-04
ATT#SCH03#SCH03-S001#2026-06-23,SCH03,SCH03-S001,SCH03-FORM1WEST,2026-06-23,PRESENT,,TEACHER_APP,2026-06-23T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S001#2026-06-23
ATT#SCH04#SCH04-S018#2026-06-18,SCH04,SCH04-S018,SCH04-FORM4SOUTH,2026-06-18,ABSENT,,TEACHER_APP,2026-06-18T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S018#2026-06-18
ATT#SCH01#SCH01-S027#2026-05-26,SCH01,SCH01-S027,SCH01-FORM2NORTH,2026-05-26,PRESENT,,TEACHER_APP,2026-05-26T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S027#2026-05-26
ATT#SCH04#SCH04-S003#2026-06-25,SCH04,SCH04-S003,SCH04-FORM4SOUTH,2026-06-25,ABSENT,,TEACHER_APP,2026-06-25T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S003#2026-06-25
ATT#SCH04#SCH04-S008#2026-05-07,SCH04,SCH04-S008,SCH04-FORM4SOUTH,2026-05-07,LATE,,TEACHER_APP,2026-05-07T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S008#2026-05-07
ATT#SCH05#SCH05-S005#2026-06-25,SCH05,SCH05-S005,SCH05-FORM2CENTRAL,2026-06-25,PRESENT,,TEACHER_APP,2026-06-25T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S005#2026-06-25
ATT#SCH04#SCH04-S008#2026-06-17,SCH04,SCH04-S008,SCH04-FORM4SOUTH,2026-06-17,PRESENT,,TEACHER_APP,2026-06-17T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S008#2026-06-17
ATT#SCH05#SCH05-S037#2026-06-05,SCH05,SCH05-S037,SCH05-FORM2CENTRAL,2026-06-05,PRESENT,,TEACHER_APP,2026-06-05T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S037#2026-06-05
ATT#SCH04#SCH04-S028#2026-06-30,SCH04,SCH04-S028,SCH04-FORM4SOUTH,2026-06-30,PRESENT,,TEACHER_APP,2026-06-30T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S028#2026-06-30
ATT#SCH01#SCH01-S009#2026-07-07,SCH01,SCH01-S009,SCH01-FORM2NORTH,2026-07-07,PRESENT,,TEACHER_APP,2026-07-07T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S009#2026-07-07
ATT#SCH04#SCH04-S007#2026-05-11,SCH04,SCH04-S007,SCH04-FORM4SOUTH,2026-05-11,PRESENT,,TEACHER_APP,2026-05-11T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S007#2026-05-11
ATT#SCH05#SCH05-S031#2026-05-11,SCH05,SCH05-S031,SCH05-FORM2CENTRAL,2026-05-11,PRESENT,,TEACHER_APP,2026-05-11T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S031#2026-05-11
ATT#SCH02#SCH02-S013#2026-05-19,SCH02,SCH02-S013,SCH02-FORM3EAST,2026-05-19,PRESENT,,TEACHER_APP,2026-05-19T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S013#2026-05-19
ATT#SCH04#SCH04-S002#2026-05-14,SCH04,SCH04-S002,SCH04-FORM4SOUTH,2026-05-14,PRESENT,,TEACHER_APP,2026-05-14T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S002#2026-05-14
ATT#SCH05#SCH05-S037#2026-05-12,SCH05,SCH05-S037,SCH05-FORM2CENTRAL,2026-05-12,PRESENT,,TEACHER_APP,2026-05-12T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S037#2026-05-12
ATT#SCH03#SCH03-S007#2026-05-20,SCH03,SCH03-S007,SCH03-FORM1WEST,2026-05-20,PRESENT,,TEACHER_APP,2026-05-20T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S007#2026-05-20
ATT#SCH01#SCH01-S020#2026-07-03,SCH01,SCH01-S020,SCH01-FORM2NORTH,2026-07-03,PRESENT,,TEACHER_APP,2026-07-03T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S020#2026-07-03
ATT#SCH02#SCH02-S029#2026-06-12,SCH02,SCH02-S029,SCH02-FORM3EAST,2026-06-12,PRESENT,,TEACHER_APP,2026-06-12T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S029#2026-06-12
ATT#SCH04#SCH04-S013#2026-06-17,SCH04,SCH04-S013,SCH04-FORM4SOUTH,2026-06-17,PRESENT,,TEACHER_APP,2026-06-17T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S013#2026-06-17
ATT#SCH03#SCH03-S001#2026-06-24,SCH03,SCH03-S001,SCH03-FORM1WEST,2026-06-24,PRESENT,,TEACHER_APP,2026-06-24T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S001#2026-06-24
ATT#SCH03#SCH03-S027#2026-05-28,SCH03,SCH03-S027,SCH03-FORM1WEST,2026-05-28,PRESENT,,TEACHER_APP,2026-05-28T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S027#2026-05-28
ATT#SCH01#SCH01-S027#2026-07-09,SCH01,SCH01-S027,SCH01-FORM2NORTH,2026-07-09,LATE,,TEACHER_APP,2026-07-09T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S027#2026-07-09
ATT#SCH04#SCH04-S023#2026-06-15,SCH04,SCH04-S023,SCH04-FORM4SOUTH,2026-06-15,PRESENT,,TEACHER_APP,2026-06-15T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S023#2026-06-15
ATT#SCH05#SCH05-S009#2026-05-05,SCH05,SCH05-S009,SCH05-FORM2CENTRAL,2026-05-05,PRESENT,,TEACHER_APP,2026-05-05T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S009#2026-05-05
ATT#SCH03#SCH03-S004#2026-05-21,SCH03,SCH03-S004,SCH03-FORM1WEST,2026-05-21,ABSENT,,TEACHER_APP,2026-05-21T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S004#2026-05-21
ATT#SCH02#SCH02-S020#2026-07-01,SCH02,SCH02-S020,SCH02-FORM3EAST,2026-07-01,PRESENT,,TEACHER_APP,2026-07-01T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S020#2026-07-01
ATT#SCH05#SCH05-S024#2026-05-13,SCH05,SCH05-S024,SCH05-FORM2CENTRAL,2026-05-13,PRESENT,,TEACHER_APP,2026-05-13T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S024#2026-05-13
ATT#SCH03#SCH03-S003#2026-06-12,SCH03,SCH03-S003,SCH03-FORM1WEST,2026-06-12,PRESENT,,TEACHER_APP,2026-06-12T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S003#2026-06-12
ATT#SCH03#SCH03-S005#2026-06-12,SCH03,SCH03-S005,SCH03-FORM1WEST,2026-06-12,PRESENT,,TEACHER_APP,2026-06-12T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S005#2026-06-12
ATT#SCH04#SCH04-S014#2026-05-25,SCH04,SCH04-S014,SCH04-FORM4SOUTH,2026-05-25,PRESENT,,TEACHER_APP,2026-05-25T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S014#2026-05-25
ATT#SCH05#SCH05-S031#2026-06-26,SCH05,SCH05-S031,SCH05-FORM2CENTRAL,2026-06-26,PRESENT,,TEACHER_APP,2026-06-26T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S031#2026-06-26
ATT#SCH05#SCH05-S018#2026-07-07,SCH05,SCH05-S018,SCH05-FORM2CENTRAL,2026-07-07,PRESENT,,TEACHER_APP,2026-07-07T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S018#2026-07-07
ATT#SCH02#SCH02-S018#2026-06-23,SCH02,SCH02-S018,SCH02-FORM3EAST,2026-06-23,PRESENT,,TEACHER_APP,2026-06-23T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S018#2026-06-23
ATT#SCH05#SCH05-S010#2026-06-30,SCH05,SCH05-S010,SCH05-FORM2CENTRAL,2026-06-30,PRESENT,,TEACHER_APP,2026-06-30T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S010#2026-06-30
ATT#SCH03#SCH03-S005#2026-06-18,SCH03,SCH03-S005,SCH03-FORM1WEST,2026-06-18,PRESENT,,TEACHER_APP,2026-06-18T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S005#2026-06-18
ATT#SCH04#SCH04-S019#2026-07-08,SCH04,SCH04-S019,SCH04-FORM4SOUTH,2026-07-08,PRESENT,,TEACHER_APP,2026-07-08T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S019#2026-07-08
ATT#SCH04#SCH04-S013#2026-06-02,SCH04,SCH04-S013,SCH04-FORM4SOUTH,2026-06-02,PRESENT,,TEACHER_APP,2026-06-02T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S013#2026-06-02
ATT#SCH02#SCH02-S011#2026-06-22,SCH02,SCH02-S011,SCH02-FORM3EAST,2026-06-22,PRESENT,,TEACHER_APP,2026-06-22T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S011#2026-06-22
ATT#SCH03#SCH03-S037#2026-06-24,SCH03,SCH03-S037,SCH03-FORM1WEST,2026-06-24,LATE,,TEACHER_APP,2026-06-24T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S037#2026-06-24
ATT#SCH01#SCH01-S029#2026-07-01,SCH01,SCH01-S029,SCH01-FORM2NORTH,2026-07-01,PRESENT,,TEACHER_APP,2026-07-01T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S029#2026-07-01
ATT#SCH01#SCH01-S010#2026-05-20,SCH01,SCH01-S010,SCH01-FORM2NORTH,2026-05-20,PRESENT,,TEACHER_APP,2026-05-20T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S010#2026-05-20
ATT#SCH05#SCH05-S012#2026-05-06,SCH05,SCH05-S012,SCH05-FORM2CENTRAL,2026-05-06,PRESENT,,TEACHER_APP,2026-05-06T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S012#2026-05-06
ATT#SCH02#SCH02-S010#2026-06-30,SCH02,SCH02-S010,SCH02-FORM3EAST,2026-06-30,PRESENT,,TEACHER_APP,2026-06-30T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S010#2026-06-30
ATT#SCH04#SCH04-S028#2026-06-18,SCH04,SCH04-S028,SCH04-FORM4SOUTH,2026-06-18,PRESENT,,TEACHER_APP,2026-06-18T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S028#2026-06-18
ATT#SCH05#SCH05-S037#2026-05-15,SCH05,SCH05-S037,SCH05-FORM2CENTRAL,2026-05-15,PRESENT,,TEACHER_APP,2026-05-15T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S037#2026-05-15
ATT#SCH03#SCH03-S007#2026-06-16,SCH03,SCH03-S007,SCH03-FORM1WEST,2026-06-16,PRESENT,,TEACHER_APP,2026-06-16T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S007#2026-06-16
ATT#SCH04#SCH04-S008#2026-06-12,SCH04,SCH04-S008,SCH04-FORM4SOUTH,2026-06-12,PRESENT,,TEACHER_APP,2026-06-12T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S008#2026-06-12
ATT#SCH04#SCH04-S010#2026-05-13,SCH04,SCH04-S010,SCH04-FORM4SOUTH,2026-05-13,PRESENT,,TEACHER_APP,2026-05-13T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S010#2026-05-13
ATT#SCH03#SCH03-S006#2026-05-28,SCH03,SCH03-S006,SCH03-FORM1WEST,2026-05-28,PRESENT,,TEACHER_APP,2026-05-28T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S006#2026-05-28
ATT#SCH03#SCH03-S038#2026-06-16,SCH03,SCH03-S038,SCH03-FORM1WEST,2026-06-16,ABSENT,,TEACHER_APP,2026-06-16T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S038#2026-06-16
ATT#SCH01#SCH01-S007#2026-05-11,SCH01,SCH01-S007,SCH01-FORM2NORTH,2026-05-11,PRESENT,,TEACHER_APP,2026-05-11T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S007#2026-05-11
ATT#SCH05#SCH05-S001#2026-06-25,SCH05,SCH05-S001,SCH05-FORM2CENTRAL,2026-06-25,PRESENT,,TEACHER_APP,2026-06-25T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S001#2026-06-25
ATT#SCH01#SCH01-S030#2026-06-16,SCH01,SCH01-S030,SCH01-FORM2NORTH,2026-06-16,PRESENT,,TEACHER_APP,2026-06-16T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S030#2026-06-16
ATT#SCH05#SCH05-S030#2026-06-12,SCH05,SCH05-S030,SCH05-FORM2CENTRAL,2026-06-12,PRESENT,,TEACHER_APP,2026-06-12T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S030#2026-06-12
ATT#SCH01#SCH01-S020#2026-07-06,SCH01,SCH01-S020,SCH01-FORM2NORTH,2026-07-06,PRESENT,,TEACHER_APP,2026-07-06T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S020#2026-07-06
ATT#SCH02#SCH02-S023#2026-06-04,SCH02,SCH02-S023,SCH02-FORM3EAST,2026-06-04,PRESENT,,TEACHER_APP,2026-06-04T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S023#2026-06-04
ATT#SCH04#SCH04-S010#2026-07-01,SCH04,SCH04-S010,SCH04-FORM4SOUTH,2026-07-01,PRESENT,,TEACHER_APP,2026-07-01T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S010#2026-07-01
ATT#SCH01#SCH01-S024#2026-05-19,SCH01,SCH01-S024,SCH01-FORM2NORTH,2026-05-19,PRESENT,,TEACHER_APP,2026-05-19T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S024#2026-05-19
ATT#SCH01#SCH01-S005#2026-06-04,SCH01,SCH01-S005,SCH01-FORM2NORTH,2026-06-04,PRESENT,,TEACHER_APP,2026-06-04T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S005#2026-06-04
ATT#SCH02#SCH02-S009#2026-05-05,SCH02,SCH02-S009,SCH02-FORM3EAST,2026-05-05,PRESENT,,TEACHER_APP,2026-05-05T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S009#2026-05-05
ATT#SCH05#SCH05-S007#2026-06-12,SCH05,SCH05-S007,SCH05-FORM2CENTRAL,2026-06-12,PRESENT,,TEACHER_APP,2026-06-12T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S007#2026-06-12
ATT#SCH01#SCH01-S016#2026-05-05,SCH01,SCH01-S016,SCH01-FORM2NORTH,2026-05-05,PRESENT,,TEACHER_APP,2026-05-05T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S016#2026-05-05
